Store Name,Lat,Lng,Address,Place ID,County
Marc's Stores,41.165723,-81.44143299999998,"3732 Darrow Rd, Stow",ChIJsREC8YgmMYgRaiTIqzbloMg,Summit County
Marc's Stores,41.0274686,-81.51355620000002,"360 E Waterloo Rd #426, Akron",ChIJY-UqKQsqMYgRdI_ZOCqKsxY,Summit County
Marc's Stores,41.1366669,-81.35712779999999,"1600 S Water St, Kent",ChIJXUy2pEAlMYgR92dofXwJQQg,Portage County
Marc's Stores,41.032214,-81.423852,"2891 E Waterloo Rd, Akron",ChIJQwJ4X9YzMYgRJQeI4zoro60,Summit County
Marc's Stores,41.125772,-81.60242099999998,"2753 W Market St, Fairlawn",ChIJk4RlvE3XMIgRb8uNkkFsagc,Summit County
Marc's Stores,40.966719,-81.347488,"900 W Maple St, Hartville",ChIJ43QYTlotMYgRVjN_d4ZYrz8,Lake County
Marc's Stores,41.1583981,-81.22470009999998,"1145 E Main St, Ravenna",ChIJM_Rk-RE5MYgRJCC9kaccrg4,Portage County
Marc's Stores,41.3132527,-81.55814570000003,"550 W Aurora Rd, Northfield",ChIJ-2-col_gMIgRqQ1WpsHi-sI,Summit County
Marc's Stores,41.31597100000001,-81.35685199999998,"300 Aurora Commons Cir, Aurora",ChIJS1c_tDQYMYgRahttq7Fiatc,Portage County
Marc's Stores,40.89721400000001,-81.40437299999998,"1664 N Main St, North Canton",ChIJz4-TzsHTNogR1ZeB6givpwA,Stark County
Marc's Stores,41.3188802,-81.6247427,"7510 Chippewa Rd, Brecksville",ChIJoa58ID7nMIgRVzHExOAWDwE,Cuyahoga County
Marc's Stores,40.8319305,-81.38161159999999,"3014 Cromer Ave NW, Canton",ChIJ4dxCOVbQNogRBB9d3FC91WM,Stark County
Marc's Stores,41.3887631,-81.4354475,"6231 Som Center Rd, Solon",ChIJK-50CnEcMYgRQRqaKDNLiho,Cuyahoga County
Marc's Stores,40.8514668,-81.4362508,"4825 Dressler Rd NW, Canton",ChIJkzsPlczWNogR7EPzRRdEg1A,Stark County
Marc's Stores,41.398374,-81.595173,"12650 Rockside Rd, Garfield Heights",ChIJtWhHKYzjMIgRVMRlV1vldPA,Cuyahoga County
Marc's Stores,41.347934,-81.682732,"8003 Broadview Rd, Broadview Heights",ChIJS3os_i7mMIgRrq9K_PiN5xo,Cuyahoga County
Marc's Stores,41.240078,-81.80551700000002,"3303 Center Rd, Brunswick",ChIJOWahAjrBMIgRpMDuHG-OHQQ,Medina County
Marc's Stores,41.52108870000001,-81.51719489999998,"4519 Mayfield Rd, South Euclid",ChIJH8ov__j9MIgRpRPUNgrKmaE,Cuyahoga County
Marc's Stores,41.50944439999999,-81.57972219999998,"1833 Coventry Rd, Cleveland Heights",ChIJq-m8tEH8MIgRID4gYqFhy0I,Cuyahoga County
Marc's Stores,41.61232500000001,-81.521565,"22840 Lakeshore Blvd, Euclid",ChIJfy1Nq1ZVMIgRC4v7eqP9XtA,Cuyahoga County
Marc's Stores,41.525084,-81.43758000000003,"6695 Eastgate Drive Eastgate Shopping Plaza, Mayfield Heights",ChIJG7-43DYBMYgRL4uHqs9Tn8M,Cuyahoga County
Marc's Stores,41.585136,-81.48257590000001,"28121 Chardon Rd, Willoughby Hills",ChIJX7IEtEIAMYgRHNmBQzdlzsE,Lake County
Marc's Stores,41.63407700000001,-81.476434,"29700 Lakeshore Blvd, Willowick",ChIJn1Q6dPqqMYgRR6aYmbYtIpI,Lake County
Marc's Stores,41.6536134,-81.37874389999998,"7353 Mentor Ave, Mentor",ChIJWbxBNOGoMYgRs7xUKM-1f98,Lake County
Marc's Stores,41.204802,-80.741925,"6024 Youngstown Warren Rd, Niles",ChIJc5STScDgM4gRpJ8-udG20vA,Trumbull County
Marc's Stores,41.5789499,-81.2110951,"425 Water St, Chardon",ChIJwzbggn4KMYgR-8upm4yJ9r0,Geauga County
