,Name,Lat,Lng,Address
40,ALDI,41.145275,-80.6636955,"3497 Belmont Ave, Youngstown"
41,ALDI,40.8368039,-81.3337574,"2725 Maret Pl NE NE, Canton"
42,ALDI,40.9003341,-80.8248,"2495 E State St, Salem"
43,ALDI,41.0313196,-80.6352161,"6600 South Ave, Boardman"
44,Marc's Stores,41.315971,-81.356852,"300 Aurora Commons Cir, Aurora"
45,Marc's Stores,41.165723,-81.441433,"3732 Darrow Rd, Stow"
46,Marc's Stores,41.1366669,-81.3571278,"1600 S Water St, Kent"
47,Marc's Stores,41.116686,-81.478218,"470 Howe Ave, Cuyahoga Falls"
48,Marc's Stores,41.1583981,-81.2247001,"1145 E Main St, Ravenna"
49,Marc's Stores,41.032214,-81.423852,"2891 E Waterloo Rd, Akron"
50,Marc's Stores,40.966719,-81.347488,"900 W Maple St, Hartville"
51,Marc's Stores,40.897214,-81.404373,"1664 N Main St, North Canton"
52,Marc's Stores,40.8319305,-81.3816116,"3014 Cromer Ave NW, Canton"
53,Marc's Stores,40.8514668,-81.4362508,"4825 Dressler Rd NW, Canton"
54,Marc's Stores,40.900967,-81.150723,"2444 W State St, Alliance"
55,Marc's Stores,40.794503,-81.447124,"5123 Tuscarawas St W, Canton"
56,Marc's Stores,41.204802,-80.741925,"6024 Youngstown Warren Rd, Niles"
57,Marc's Stores,41.099588,-80.742662,"4755 Mahoning Ave, Austintown"
58,Marc's Stores,40.8993371,-80.8248773,"2487 E State St, Salem"
59,Marc's Stores,41.026832,-80.628673,"7121 Tiffany Blvd, Youngstown"
60,Save A Lot,41.2409134,-81.3383085,"1519 Streetsboro Rd, Streetsboro"
61,Save A Lot,41.1643684,-81.479757,"911 Graham Rd Suite 69-81, Cuyahoga Falls"
62,Save A Lot,41.1405153,-81.3601752,"1430 S Water St, Kent"
63,Save A Lot,41.1000827,-81.4647602,"65 Midway Plaza, Tallmadge"
64,Save A Lot,41.2876345,-81.1003847,"8005 State St, Garrettsville"
65,Save A Lot,41.0489083,-81.438521,"544 Canton Rd, Akron"
66,Save A Lot,41.0244753,-81.4215884,"1540 Canton Rd Ste 170, Akron"
67,Save A Lot,41.2834675,-80.8453179,"4329a Mahoning Ave NW, Warren"
68,Save A Lot,41.2456887,-80.8172763,"1020 N Park Ave, Warren"
69,Save A Lot,40.9025058,-81.0910172,"1110 E State St Unit 2, Alliance"
70,Save A Lot,40.7991231,-81.3822962,"906 W Tuscarawas St W, Canton"
71,Save A Lot,41.2124323,-80.7464718,"912 Great E Plaza, Niles"
72,Save A Lot,41.0827212,-80.7302768,"1715 S Raccoon Rd, Austintown"
73,Save A Lot,40.8142325,-81.423087,"1436 Whipple Ave NW, Canton"
74,Save A Lot,40.8155586,-81.3353862,"2905 Mahoning Rd NE, Canton"
75,Save A Lot,40.7880076,-81.2900246,"406 Noble St W, E, Canton"
76,Save A Lot,41.1325812,-80.6631237,"653 Gypsy Ln, Youngstown"
77,Save A Lot,41.0717081,-80.6456114,"2725 South Ave, Youngstown"
78,Save A Lot,41.0235111,-80.6693647,"223 Boardman-Canfield Rd, Youngstown"
79,Dave's Supermarket,40.9858333,-80.34,"440 E Long Ave, New Castle"
80,Heinen's Grocery Store,41.3201936,-81.3468759,"115 N Chillicothe Rd, Aurora"
81,Heinen's Grocery Store,41.2425194,-81.4419667,"19 Clinton St, Hudson"
